#Digilent WaveForms Network Analyzer - Bode
#Device Name: Joseph_Pizziment
#Serial Number: SN:210321AA2C2A
#Date Time: 2026-04-22 01:30:52.453
#Start: 0.15 Hz
#Stop: 15 Hz
#Steps: 51
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 2
#Range: 5.46954 V
#Offset: -0.000265056 V
#Relative: yes
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.15,-8.551448764544581,-100.9564586768519
0.1644717294214778,-7.103102934064113,-110.5178032293869
0.180339665192612,-5.770619479690799,-121.0507382427764
0.1977385107834611,-4.580732401409824,-132.7475359941152
0.2168159656118891,-4.285660460536373,-145.736995623948
0.237733978869167,-3.072198664658369,-152.9313189236501
0.2606701243124063,-1.974159557287699,-163.2098855753909
0.2858191076944871,-0.8389483182891069,-173.6350268767343
0.3133944196281059,0.6269569941637164,175.8527408464959
0.3436301479151659,2.772656123039452,163.7876209406128
0.3767829647264369,-2.290394783528217,31.95525193256917
0.4131343055007249,-4.79712041611179,15.0460218560025
0.4529927580603024,-7.117081833388389,-0.06920519832026173
0.4966966822238867,-9.324572665918941,-13.19498507580789
0.544617082155152,-11.47272659849619,-25.17606411654161
0.597160755830246,-13.58435218678285,-36.14914188147148
0.6547737483602492,-15.61244035706865,-46.62563032673692
0.7179451384839578,-17.76511922280876,-56.73921888794948
0.7872111903746589,-19.94327205162712,-66.42712343193908
0.8631599060057354,-22.0092105542616,-75.76429591062677
0.94643601672029,-24.51604798643338,-84.33644643212276
1.037746456378404,-26.94738761223626,-93.22232268430278
1.137866362543775,-29.09094040514844,-102.2656645493649
1.247645656654006,-31.52090990448098,-107.8396029401673
1.368016259033864,-34.69508543429193,-114.7795352043411
1.5,-39.07594655702127,-119.12066392689
1.644717294214778,-40.96717887871276,-123.172790734982
1.80339665192612,-54.22237078580697,-81.59714684709509
1.977385107834611,-52.43677296771377,-85.6556971822267
2.16815965611889,-55.62311954894447,-70.23181423149721
2.37733978869167,-54.671441750308862,2.828352431090877
2.606701243124063,-53.494797936164,19.19443455540852
2.858191076944871,-43.81863321328741,24.9985059948155
3.133944196281059,-45.91589301743197,8.005283983141354
3.43630147915166,-45.51016400962169,-3.426986746756967
3.76782964726437,-45.5424353153787,-1.135876456474477
4.13134305500725,-45.96357159509328,1.461458780817452
4.529927580603024,-49.83311871756832,7.988746188765305
4.966966822238867,-44.28016289919805,11.72609649621472
5.446170821551521,-47.41344907153348,7.509355143310074
5.97160755830246,-45.74778639466111,21.50996259884158
6.547737483602488,-47.41999356731147,-12.83979269903375
7.179451384839574,-44.15140118114442,-8.016967628482092
7.872111903746588,-48.10221029318016,-8.204127608242658
8.631599060057354,-43.59796905205877,6.040652291523088
9.4643601672029,-44.51000491207169,-17.26298314555257
10.37746456378405,-48.54965755071353,-1.449332368060396
11.37866362543775,-45.46239123489129,7.238581108359952
12.47645656654006,-45.91881294471606,4.361607406008982
13.68016259033864,-43.97096261690383,-6.470072613297305
15,-45.19606396254964,-0.2314821015561108
