#Digilent WaveForms Network Analyzer - Bode
#Device Name: Joseph_Pizziment
#Serial Number: SN:210321AA2C2A
#Date Time: 2026-04-21 23:19:07.612
#Start: 0.15 Hz
#Stop: 15 Hz
#Steps: 51
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 2
#Range: 5.46954 V
#Offset: -0.000265056 V
#Relative: yes
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.15,7.188297861648407,82.82717892286261
0.1644717294214778,8.207607986244911,83.71378980986111
0.180339665192612,9.079353580536933,83.65771655051769
0.1977385107834611,10.36477437133526,83.50884516274675
0.2168159656118891,11.5032422040044,82.90971318127384
0.237733978869167,12.57990821012122,81.38958938826224
0.2606701243124063,13.67434553068712,79.44761376397479
0.2858191076944871,14.75532374262381,76.99134102213482
0.3133944196281059,15.80188466186329,74.10456191707483
0.3436301479151659,16.85090389766959,70.43123914294996
0.3767829647264369,17.75867300506197,66.2208822126633
0.4131343055007249,18.68574188653389,61.69613905012467
0.4529927580603024,19.47047969968061,56.92793427631323
0.4966966822238867,20.25655435046925,51.3809474421411
0.544617082155152,20.91749942874401,45.55169885668263
0.597160755830246,21.52755794430011,39.40352284842307
0.6547737483602492,21.97942097250467,33.2462012777093
0.7179451384839578,22.38215537277854,26.59244246539658
0.7872111903746589,22.69562092398083,20.23132952968191
0.8631599060057354,22.86710127276071,13.35452419031348
0.94643601672029,22.95651790818535,6.327962343958387
1.037746456378404,22.88787669716406,-0.1445984313155826
1.137866362543775,22.79921230932595,-6.434360115407998
1.247645656654006,22.59895370133505,-12.69539243995801
1.368016259033864,22.236045402951,-18.94482999897797
1.5,21.88141020030358,-24.32212522251282
1.644717294214778,21.39346789255025,-29.48944933112503
1.80339665192612,20.87337535539383,-34.75301687980328
1.977385107834611,20.28848098910586,-39.57830896410067
2.16815965611889,19.74037255585012,-43.89391409181582
2.37733978869167,19.1852842414662,-47.78698929278418
2.606701243124063,18.50159923972166,-51.29178102154026
2.858191076944871,17.82194323690559,-54.61057032185573
3.133944196281059,17.14788827877178,-58.44980275045798
3.43630147915166,16.47070578821539,-61.5527752898553
3.76782964726437,15.69855945472135,-63.81971881497016
4.13134305500725,14.96609049314145,-66.27823284767292
4.529927580603024,14.20612073716504,-68.57900070412424
4.966966822238867,13.47762575045092,-70.86347693052423
5.446170821551521,12.68557791253879,-73.15649233477824
5.97160755830246,11.99484764870425,-75.08941292338702
6.547737483602488,11.13745741700414,-76.45643313616017
7.179451384839574,10.30385742929202,-78.38791765092321
7.872111903746588,9.481479538365065,-79.89518224613292
8.631599060057354,8.739872025042615,-80.74052857049818
9.4643601672029,8.000719849445929,-82.05270139265308
10.37746456378405,7.155033348182856,-83.71430205977779
11.37866362543775,6.421271443779474,-84.26958011975557
12.47645656654006,5.649016537704499,-85.47497524110624
13.68016259033864,4.789532228551652,-86.60538220558891
15,4.044297607959272,-87.69606602355032
