#Digilent WaveForms Network Analyzer - Bode
#Device Name: Joseph_Pizziment
#Serial Number: SN:210321AA2C2A
#Date Time: 2026-04-23 21:24:15.977
#Start: 0.15 Hz
#Stop: 100 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 2
#Range: 5.46954 V
#Offset: -0.000265056 V
#Relative: yes

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.15,-3.325468140390738,55.1021236258691
0.1600775196643811,-3.082507223107168,55.12931275818121
0.1708320820126685,-2.862920551859181,55.38296376035782
0.1823091731179339,-2.637121102548642,55.75509785568629
0.1945573349652208,-2.402187376231134,56.49347945334986
0.2076283707582977,-2.156283198101707,57.21592211476203
0.221577564019632,-1.920148409434306,58.13219053009809
0.2364639124102552,-1.645265197825795,59.10143501526777
0.2523503772584604,-1.333325646498273,60.27909856003706
0.2693041498527008,-1.056133322835164,61.50034516712358
0.2873969356249675,-0.7482611246418722,62.71509107139894
0.3067052574265906,-0.3796800944802178,64.27561086598412
0.3273107791791603,-0.004847857116711711,65.79187961553207
0.3493006512694394,0.3836776860995542,67.44994970595341
0.3727678791490981,0.799928892801587,69.00416262958952
0.3978117166982624,1.276053336492107,70.60272031830209
0.4245380860165819,1.730201992051108,72.09335375467667
0.45306002541732,2.214541254338673,73.92677315392667
0.4834981675192395,2.79522290115902,75.2862557038552
0.515981249458355,3.364335369249787,76.7142647210309
0.5506466573774781,3.958789807329528,78.08949144741628
0.587641007496459,4.571746526442809,79.45337369775527
0.6271207662207405,5.246699661084678,80.70563086005593
0.6692529119109486,5.912853543185087,81.635416048396
0.7142156411124602,6.616732545865176,82.37290197615741
0.7621991222319223,7.34069121474707,82.92798597802249
0.8134062998483632,8.054598458383861,83.65336588049385
0.8680537530607176,8.838424001396096,83.48444389046935
0.9263726115021118,9.573082065548755,83.48063900009191
0.9886095328951553,10.37921742593866,83.06735754840533
1.055027746282791,11.14401333164053,82.48588985525208
1.125908165347007,11.90988028074069,81.63225976515015
1.20155057652415,12.67618492396634,80.46664523338097
1.282274906941953,13.43854291194573,78.97183185502098
1.368422577540952,14.20049869839696,77.31436265227774
1.460357947103296,14.97172696226025,75.61195538165344
1.558469853296419,15.68011813556357,73.27492594094531
1.66317325724935,16.37161160805109,70.78774759289854
1.774910998617369,17.06306670989959,67.83799094241431
1.894155668557987,17.74584086586322,64.9540876997624
2.021411608539931,18.3333309133113,61.70521080483822
2.157217043439057,18.94553178094255,58.27030295090773
2.302146357943023,19.4858781807779,54.59696668073222
2.456812525892716,19.99736527653781,50.69945944772523
2.621869702835258,20.46810228754264,46.84847572704782
2.798015992753704,20.8511756059097,48.7880312633598
2.985996400675224,21.35987461104937,34.06143105506541
3.186605983645725,21.60196971763326,33.94300227462511
3.400693213397884,21.87553835550225,29.63302882323855
3.629163564934846,22.10456478102397,24.94529347328447
3.872983346207417,22.29567500092564,20.33174179279843
4.133183785082251,22.4141522575573,15.88639319809911
4.410865390886699,22.48209312858193,11.14425212633364
4.707202608977354,22.59504212365748,6.55317800276444
5.02344878801865,22.54080503014904,1.894972273174787
5.360941480980443,22.45701099466383,-2.668972574706515
5.721108102274949,22.42353226287677,-6.757540074800453
6.105471964959778,22.21833195173485,-11.05114820168668
6.515658723541169,22.05702625365222,-15.30133954688634
6.953403249627045,21.87915511685857,-19.31362617099111
7.420556969510295,21.53887286015939,-23.18018731498969
7.919095694716288,21.34499553709194,-26.97688263318295
8.451127978633741,20.99644407900116,-30.51515862258747
9.018904034572955,20.69135749608593,-34.23767835690227
9.624825252970112,20.33144583628394,-37.10310695089483
10.27145435799036,19.90048520593903,-40.33363954581364
10.96152624648662,19.55373602052092,-43.39376715137207
11.69795955515727,19.12658432348981,-46.15860710191701
12.48386900482547,18.6372549223774,-48.69001588603156
13.32257857405002,18.23039319414117,-51.75593755392225
14.21763555778502,17.73026096676182,-53.7373582163391
15.17282557054889,17.27295324223362,-56.38682726732648
16.19218855755842,16.76969254490298,-58.40457504213873
17.28003588154615,16.24593136247812,-60.59832621591855
18.44096855752941,15.75533056060854,-62.1732536749755
19.6798967126543,15.28347629292681,-64.34155438192261
21.00206035341937,14.77722805059395,-65.80684747288608
22.41305152811337,14.18085985452425,-68.0363554618242
23.91883797820234,13.652967003679,-69.3286968796434
25.52578837869886,13.20698737276913,-70.76591632255275
27.24069927426662,12.56995565005042,-72.80842923478099
29.07082382498602,12.10837761584741,-73.65976483525175
31.02390248335968,11.54603736835509,-75.17724088834161
33.10819573230563,10.99972122817771,-75.72933741887171
35.3325190226022,10.50425158915083,-77.65858925819981
37.70628005755145,9.949326838122602,-78.14209871732612
40.23951858255565,9.335764009008042,-79.539058104163
42.94294884789517,8.918216157736932,-80.15896014531091
45.82800492430297,8.219255493946422,-81.02355879595098
48.90688906299638,7.642195901466252,-82.36880779420883
52.19262330470333,7.141010649962164,-83.47010001839426
55.69910455596185,6.555064686688654,-84.23465538444196
59.44116336563595,6.111572202782291,-85.0511116710878
63.43462665024181,5.483179923016709,-86.44630952828896
67.69638463337827,4.940450893025182,-86.66292680690475
72.24446228238072,4.328925981873851,-87.80232858571262
77.09809554433619,3.749548244478291,-89.28399342509078
82.27781270389866,3.102046433970956,-89.74767970603608
87.80552120700395,2.725912967128312,-90.62069755604335
93.70460031770263,2.261447474012371,-91.49008231550931
100,1.440312792169289,-92.07420562743494
